Body Name,Body,Service Code,Organisational Unit,Expenditure Category,Expenditure Code,Date,Transaction Number,Net Amount ,Capital and Revenue,Supplier Name
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,08/06/2012,V198143,9.01 ,Capital,CROWN PAINTS  LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,08/06/2012,V198146,17.66 ,Revenue,CROWN PAINTS  LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,15/06/2012,V201239,20.80 ,Revenue,CROWN PAINTS  LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,15/06/2012,V201196,21.55 ,Revenue,CROWN PAINTS  LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,01/06/2012,V197684,27.59 ,Capital,CROWN PAINTS  LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,22/06/2012,V201472,35.08 ,Revenue,CROWN PAINTS  LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,22/06/2012,V201838,42.92 ,Revenue,CROWN PAINTS  LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,15/06/2012,V201197,56.61 ,Revenue,CROWN PAINTS  LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,08/06/2012,V198142,57.82 ,Revenue,CROWN PAINTS  LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,22/06/2012,V201473,67.13 ,Revenue,CROWN PAINTS  LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,22/06/2012,V201474,96.70 ,Revenue,CROWN PAINTS  LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,22/06/2012,V201837,113.63 ,Revenue,CROWN PAINTS  LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,22/06/2012,V201836,132.79 ,Revenue,CROWN PAINTS  LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,22/06/2012,V201476,9.61 ,Revenue,CROWN PAINTS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,01/06/2012,V198168,9.61 ,Revenue,CROWN PAINTS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,15/06/2012,V201199,12.06 ,Revenue,CROWN PAINTS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,28/06/2012,V201840,17.25 ,Revenue,CROWN PAINTS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,22/06/2012,V201477,17.80 ,Revenue,CROWN PAINTS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,15/06/2012,V201198,19.70 ,Revenue,CROWN PAINTS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,01/06/2012,V197685,24.12 ,Revenue,CROWN PAINTS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,08/06/2012,V198141,27.34 ,Revenue,CROWN PAINTS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,15/06/2012,V201200,27.34 ,Capital,CROWN PAINTS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,01/06/2012,V198167,27.34 ,Capital,CROWN PAINTS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,15/06/2012,V198145,27.34 ,Capital,CROWN PAINTS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,15/06/2012,V201201,32.78 ,Revenue,CROWN PAINTS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,08/06/2012,V198144,43.34 ,Revenue,CROWN PAINTS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,01/06/2012,V197688,46.64 ,Capital,CROWN PAINTS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,28/06/2012,V201839,48.24 ,Revenue,CROWN PAINTS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,22/06/2012,V198140,48.66 ,Revenue,CROWN PAINTS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,22/06/2012,V201475,141.17 ,Revenue,CROWN PAINTS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,01/06/2012,V197686,289.28 ,Revenue,CROWN PAINTS LTD
Corby Borough Council,34UB,PROP,CB Property Services,EQUIPMENT PURCHASE                      ,4000,28/06/2012,V202636,12.50 ,Revenue,CYCLOMARKET LTD
Corby Borough Council,34UB,PROP,CB Property Services,EQUIPMENT PURCHASE                      ,4000,28/06/2012,V202634,12.70 ,Revenue,CYCLOMARKET LTD
Corby Borough Council,34UB,PROP,CB Property Services,EQUIPMENT PURCHASE                      ,4000,28/06/2012,V202631,13.84 ,Revenue,CYCLOMARKET LTD
Corby Borough Council,34UB,PROP,CB Property Services,EQUIPMENT PURCHASE                      ,4000,28/06/2012,V202641,18.68 ,Revenue,CYCLOMARKET LTD
Corby Borough Council,34UB,PROP,CB Property Services,EQUIPMENT PURCHASE                      ,4000,28/06/2012,V202638,21.00 ,Revenue,CYCLOMARKET LTD
Corby Borough Council,34UB,PROP,CB Property Services,EQUIPMENT PURCHASE                      ,4000,28/06/2012,V202643,24.94 ,Revenue,CYCLOMARKET LTD
Corby Borough Council,34UB,PROP,CB Property Services,EQUIPMENT PURCHASE                      ,4000,28/06/2012,V202640,32.34 ,Revenue,CYCLOMARKET LTD
Corby Borough Council,34UB,PROP,CB Property Services,EQUIPMENT PURCHASE                      ,4000,28/06/2012,V202644,37.00 ,Revenue,CYCLOMARKET LTD
Corby Borough Council,34UB,PROP,CB Property Services,EQUIPMENT PURCHASE                      ,4000,28/06/2012,V202642,39.16 ,Revenue,CYCLOMARKET LTD
Corby Borough Council,34UB,PROP,CB Property Services,EQUIPMENT PURCHASE                      ,4000,28/06/2012,V202630,39.35 ,Revenue,CYCLOMARKET LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,01/06/2012,V201096,43.00 ,Revenue,CYCLOMARKET LTD
Corby Borough Council,34UB,ENVQ,Environmental Services,EQUIPMENT PURCHASE                      ,4000,01/06/2012,V201102,46.00 ,Revenue,CYCLOMARKET LTD
Corby Borough Council,34UB,PROP,CB Property Services,EQUIPMENT PURCHASE                      ,4000,28/06/2012,V202635,59.20 ,Revenue,CYCLOMARKET LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,15/06/2012,V201709,119.99 ,Revenue,CYCLOMARKET LTD
Corby Borough Council,34UB,PROP,CB Property Services,EQUIPMENT PURCHASE                      ,4000,28/06/2012,V202637,120.15 ,Revenue,CYCLOMARKET LTD
Corby Borough Council,34UB,PROP,CB Property Services,EQUIPMENT PURCHASE                      ,4000,28/06/2012,V202639,313.13 ,Revenue,CYCLOMARKET LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,GENERAL R&M,2080,08/06/2012,V201211,150.00 ,Revenue,D ROBINSON ROOFING SERVICES
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,GENERAL R&M,2080,22/06/2012,V201863,220.00 ,Revenue,D ROBINSON ROOFING SERVICES
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,28/06/2012,V202517,300.00 ,Revenue,D ROBINSON ROOFING SERVICES
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,GENERAL R&M,2080,22/06/2012,V201862,500.00 ,Revenue,D ROBINSON ROOFING SERVICES
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,15/06/2012,V201588,"3,417.00 ",Revenue,D ROBINSON ROOFING SERVICES
Corby Borough Council,34UB,CULT,Culture & Leisure Services,EQUIPMENT REPAIR/MAINTENANCE            ,4020,01/06/2012,V197775,375.00 ,Revenue,D.T. LEISURE (UK) LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,R&M EQUIPMENT VANDALISM                 ,4022,22/06/2012,V198316,500.00 ,Revenue,D.T. LEISURE (UK) LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,TELEPHONE RENTAL                        ,4410,01/06/2012,V199737,0.01 ,Revenue,DAISY COMMUNICATIONS LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,TELEPHONE RENTAL                        ,4410,01/06/2012,V201068,0.01 ,Revenue,DAISY COMMUNICATIONS LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,TELEPHONE RENTAL                        ,4410,01/06/2012,V199744,1.71 ,Revenue,DAISY COMMUNICATIONS LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,TELEPHONE RENTAL                        ,4410,01/06/2012,V199740,2.12 ,Revenue,DAISY COMMUNICATIONS LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,TELEPHONE RENTAL                        ,4410,01/06/2012,V201066,2.96 ,Revenue,DAISY COMMUNICATIONS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,TELEPHONE RENTAL                        ,4410,15/06/2012,V201428,11.67 ,Revenue,DAISY COMMUNICATIONS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,TELEPHONE CALL CHARGES                  ,4411,28/06/2012,V202249,12.53 ,Revenue,DAISY COMMUNICATIONS LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,TELEPHONE RENTAL                        ,4410,01/06/2012,V201069,12.57 ,Revenue,DAISY COMMUNICATIONS LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,TELEPHONE RENTAL                        ,4410,01/06/2012,V201070,12.86 ,Revenue,DAISY COMMUNICATIONS LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,TELEPHONE RENTAL                        ,4410,28/06/2012,V202497,21.74 ,Revenue,DAISY COMMUNICATIONS LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,TELEPHONE RENTAL                        ,4410,01/06/2012,V199742,24.26 ,Revenue,DAISY COMMUNICATIONS LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,TELEPHONE RENTAL                        ,4410,01/06/2012,V201071,28.32 ,Revenue,DAISY COMMUNICATIONS LTD
Corby Borough Council,34UB,PROP,CB Property Services,RENTAL BURGLAR ALARMS                   ,2521,15/06/2012,V201604,32.97 ,Revenue,DAISY COMMUNICATIONS LTD
Corby Borough Council,34UB,PROP,CB Property Services,RENTAL BURGLAR ALARMS                   ,2521,15/06/2012,V201603,32.97 ,Revenue,DAISY COMMUNICATIONS LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,TELEPHONE RENTAL                        ,4410,01/06/2012,V199680,33.02 ,Revenue,DAISY COMMUNICATIONS LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,TELEPHONE RENTAL                        ,4410,01/06/2012,V199743,34.04 ,Revenue,DAISY COMMUNICATIONS LTD
Corby Borough Council,34UB,PROP,CB Property Services,RENTAL BURGLAR ALARMS                   ,2521,15/06/2012,V201602,34.95 ,Revenue,DAISY COMMUNICATIONS LTD
Corby Borough Council,34UB,PROP,CB Property Services,RENTAL BURGLAR ALARMS                   ,2521,15/06/2012,V201600,34.95 ,Revenue,DAISY COMMUNICATIONS LTD
Corby Borough Council,34UB,PROP,CB Property Services,RENTAL BURGLAR ALARMS                   ,2521,15/06/2012,V201601,34.95 ,Revenue,DAISY COMMUNICATIONS LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,TELEPHONE RENTAL                        ,4410,01/06/2012,V201067,38.22 ,Revenue,DAISY COMMUNICATIONS LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,TELEPHONE RENTAL                        ,4410,01/06/2012,V199745,41.86 ,Revenue,DAISY COMMUNICATIONS LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,TELEPHONE RENTAL                        ,4410,01/06/2012,V198101,41.99 ,Revenue,DAISY COMMUNICATIONS LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,TELEPHONE RENTAL                        ,4410,01/06/2012,V201072,46.40 ,Revenue,DAISY COMMUNICATIONS LTD
Corby Borough Council,34UB,FINS,Financial Services,AUDIT BROADBAND SERVICE,4466,28/06/2012,V202233,54.92 ,Revenue,DAISY COMMUNICATIONS LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,TELEPHONE RENTAL                        ,4410,01/06/2012,V199739,56.19 ,Revenue,DAISY COMMUNICATIONS LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,TELEPHONE RENTAL                        ,4410,01/06/2012,V199738,67.02 ,Revenue,DAISY COMMUNICATIONS LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,TELEPHONE RENTAL                        ,4410,01/06/2012,V199741,78.72 ,Revenue,DAISY COMMUNICATIONS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,GENERAL R&M,2080,22/06/2012,V202061,174.89 ,Revenue,DAISY COMMUNICATIONS LTD
Corby Borough Council,34UB,CUST,Customer First,TELEPHONE CALL CHARGES                  ,4411,28/06/2012,V202245,"1,326.37 ",Revenue,DAISY COMMUNICATIONS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,TREE MAINTENANCE                        ,2902,22/06/2012,V198201,150.00 ,Revenue,DAVID GLOVER TREE CARE LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,TREE MAINTENANCE                        ,2902,22/06/2012,V198202,250.00 ,Revenue,DAVID GLOVER TREE CARE LTD
Corby Borough Council,34UB,REGN,Planning Services,TREE MAINTENANCE                        ,2902,22/06/2012,V201248,250.00 ,Revenue,DAVID GLOVER TREE CARE LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,TREE MAINTENANCE                        ,2902,22/06/2012,V201226,"1,650.00 ",Revenue,DAVID GLOVER TREE CARE LTD
Corby Borough Council,34UB,FINS,Financial Services,CLEANING CONTRACT COSTS                 ,2600,15/06/2012,V201523,77.10 ,Revenue,DAWSONS CLEANING SERVICES
Corby Borough Council,34UB,FINS,Financial Services,CLEANING CONTRACT COSTS                 ,2600,15/06/2012,V201524,110.85 ,Revenue,DAWSONS CLEANING SERVICES
Corby Borough Council,34UB,FINS,Financial Services,CLEANING CONTRACT COSTS                 ,2600,15/06/2012,V201520,"1,650.65 ",Revenue,DAWSONS CLEANING SERVICES
Corby Borough Council,34UB,CULT,Culture & Leisure Services,CATERING COSTS,4101,22/06/2012,V202144,"2,445.00 ",Revenue,DDW CATERING LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,15/06/2012,V201572,75.00 ,Revenue,DOORWAY SERVICES
Corby Borough Council,34UB,CULT,Culture & Leisure Services,GENERAL R&M,2080,15/06/2012,V201650,75.00 ,Revenue,DOORWAY SERVICES
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,22/06/2012,V202085,100.00 ,Revenue,DOORWAY SERVICES
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,22/06/2012,V201951,570.00 ,Revenue,DOORWAY SERVICES
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M - FMC,2082,08/06/2012,V201364,"1,000.00 ",Revenue,DOORWAY SERVICES
Corby Borough Council,34UB,PROP,CB Property Services,AGENCY STAFF           ,1040,08/06/2012,V201297,"3,125.00 ",Revenue,DSPM
Corby Borough Council,34UB,ENVQ,Environmental Services,VILLAGE LIGHTING,2021,28/06/2012,V202428,76.00 ,Revenue,E.ON UK ENERGY SERVICES
Corby Borough Council,34UB,ENVQ,Environmental Services,VILLAGE LIGHTING,2021,28/06/2012,V202427,138.00 ,Revenue,E.ON UK ENERGY SERVICES
Corby Borough Council,34UB,ENVQ,Environmental Services,HIGHWAYS & DRAINAGE WORKS,2031,22/06/2012,V202124,"1,070.10 ",Revenue,E.ON UK ENERGY SERVICES
Corby Borough Council,34UB,ENVQ,Environmental Services,HIGHWAYS & DRAINAGE WORKS,2031,22/06/2012,V202123,"1,193.80 ",Revenue,E.ON UK ENERGY SERVICES
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,ELECTRICITY STANDING CHARGE             ,2100,22/06/2012,V202147,3.34 ,Revenue,E.ON UK PLC
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,ELECTRICITY STANDING CHARGE             ,2100,28/06/2012,V202592,4.69 ,Revenue,E.ON UK PLC
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,ELECTRICITY STANDING CHARGE             ,2100,15/06/2012,V201676,5.72 ,Revenue,E.ON UK PLC
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,ELECTRICITY STANDING CHARGE             ,2100,22/06/2012,V202148,7.07 ,Revenue,E.ON UK PLC
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,ELECTRICITY STANDING CHARGE             ,2100,01/06/2012,V198375,10.95 ,Revenue,E.ON UK PLC
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,ELECTRICITY STANDING CHARGE             ,2100,01/06/2012,V198516,11.80 ,Revenue,E.ON UK PLC
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,ELECTRICITY STANDING CHARGE             ,2100,15/06/2012,V201677,14.04 ,Revenue,E.ON UK PLC
Corby Borough Council,34UB,PROP,CB Property Services,ELECTRICITY METERED USAGE               ,2101,28/06/2012,V202590,18.89 ,Revenue,E.ON UK PLC
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,ELECTRICITY STANDING CHARGE             ,2100,22/06/2012,V202145,72.16 ,Revenue,E.ON UK PLC
Corby Borough Council,34UB,PROP,CB Property Services,ELECTRICITY METERED USAGE               ,2101,28/06/2012,V202583,82.37 ,Revenue,E.ON UK PLC
Corby Borough Council,34UB,PROP,CB Property Services,ELECTRICITY METERED USAGE               ,2101,28/06/2012,V202582,97.02 ,Revenue,E.ON UK PLC
Corby Borough Council,34UB,PROP,CB Property Services,ELECTRICITY METERED USAGE               ,2101,15/06/2012,V201555,104.64 ,Revenue,E.ON UK PLC
Corby Borough Council,34UB,PROP,CB Property Services,ELECTRICITY METERED USAGE               ,2101,28/06/2012,V202589,111.08 ,Revenue,E.ON UK PLC
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,GAS METERED USAGE                       ,2111,15/06/2012,V201679,125.65 ,Revenue,E.ON UK PLC
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,ELECTRICITY STANDING CHARGE             ,2100,28/06/2012,V202591,127.02 ,Revenue,E.ON UK PLC
Corby Borough Council,34UB,FINS,Financial Services,ELECTRICITY STANDING CHARGE             ,2100,15/06/2012,V201678,310.73 ,Revenue,E.ON UK PLC
Corby Borough Council,34UB,ENVQ,Environmental Services,MISCELLANEOUS EXPS                      ,4540,15/06/2012,V201643,516.01 ,Revenue,E.ON UK PLC
Corby Borough Council,34UB,CULT,Culture & Leisure Services,GAS METERED USAGE                       ,2111,22/06/2012,V202143,900.30 ,Revenue,E.ON UK PLC
Corby Borough Council,34UB,ENVQ,Environmental Services,HIGHWAYS & DRAINAGE WORKS,2031,15/06/2012,V201642,959.69 ,Revenue,E.ON UK PLC
Corby Borough Council,34UB,ENVQ,Environmental Services,VILLAGE LIGHTING,2021,15/06/2012,V201641,"1,142.81 ",Revenue,E.ON UK PLC
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,GAS METERED USAGE                       ,2111,22/06/2012,V202146,"1,304.77 ",Revenue,E.ON UK PLC
Corby Borough Council,34UB,PROP,CB Property Services,ELECTRICITY METERED USAGE               ,2101,15/06/2012,V201615,"1,636.94 ",Revenue,E.ON UK PLC
Corby Borough Council,34UB,CULT,Culture & Leisure Services,ELECTRICITY METERED USAGE               ,2101,15/06/2012,V201634,"15,970.74 ",Revenue,E.ON UK PLC
Corby Borough Council,34UB,FINS,Financial Services,INTERNET SUBS                           ,4465,01/06/2012,V198211,"1,435.25 ",Revenue,EAST NORTHAMPTONSHIRE COUNCIL
Corby Borough Council,34UB,CUST,Customer First,INTERNET SUBS                           ,4465,28/06/2012,V202610,"13,395.00 ",Revenue,EAST NORTHAMPTONSHIRE COUNCIL
Corby Borough Council,34UB,ENVQ,Environmental Services,FACILITY DEVELOPMENT & EQUIPMENT        ,4755,01/06/2012,V198281,"40,815.42 ",Revenue,EAST NORTHAMPTONSHIRE COUNCIL
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,EPITAPH SOFTWARE SUPPORT,4398,08/06/2012,V198382,795.00 ,Revenue,EDGE DESIGNS LTD
Corby Borough Council,34UB,HRES,Human Resources,TRAINING - OFFICERS                     ,1120,08/06/2012,V198259,"1,185.00 ",Revenue,EEF LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,08/06/2012,V201302,125.00 ,Revenue,ELITE COMBUSTION SERVICES LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,GENERAL R&M,2080,28/06/2012,V202492,275.00 ,Revenue,ELITE COMBUSTION SERVICES LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M - FMC,2082,15/06/2012,V201566,275.00 ,Revenue,ELITE COMBUSTION SERVICES LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M - FMC,2082,15/06/2012,V201589,375.00 ,Revenue,ELITE COMBUSTION SERVICES LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M - FMC,2082,15/06/2012,V201564,375.00 ,Revenue,ELITE COMBUSTION SERVICES LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M - FMC,2082,15/06/2012,V201560,375.00 ,Revenue,ELITE COMBUSTION SERVICES LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M - FMC,2082,15/06/2012,V201568,375.00 ,Revenue,ELITE COMBUSTION SERVICES LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,15/06/2012,V201593,425.00 ,Revenue,ELITE COMBUSTION SERVICES LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M - FMC,2082,15/06/2012,V201591,425.00 ,Revenue,ELITE COMBUSTION SERVICES LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M - FMC,2082,15/06/2012,V201562,425.00 ,Revenue,ELITE COMBUSTION SERVICES LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M - FMC,2082,15/06/2012,V201561,475.00 ,Revenue,ELITE COMBUSTION SERVICES LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M - FMC,2082,15/06/2012,V201565,525.00 ,Revenue,ELITE COMBUSTION SERVICES LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M - FMC,2082,15/06/2012,V201563,600.00 ,Revenue,ELITE COMBUSTION SERVICES LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M - FMC,2082,15/06/2012,V201567,625.00 ,Revenue,ELITE COMBUSTION SERVICES LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M - FMC,2082,15/06/2012,V201594,625.00 ,Revenue,ELITE COMBUSTION SERVICES LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M - FMC,2082,15/06/2012,V201590,650.00 ,Revenue,ELITE COMBUSTION SERVICES LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M - FMC,2082,15/06/2012,V201592,"1,250.00 ",Revenue,ELITE COMBUSTION SERVICES LTD
Corby Borough Council,34UB,PROP,CB Property Services,CONSULTANTS                             ,4320,08/06/2012,V201307,"3,490.00 ",Revenue,EMMS GILMORE LIBERSON SOLICITORS
Corby Borough Council,34UB,CULT,Culture & Leisure Services,NEW COACHING SCHEMES,4758,22/06/2012,V201912,800.00 ,Revenue,ERIC JACKSON
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,GENERAL R&M,2080,15/06/2012,V201411,"1,327.69 ",Revenue,EXPRESS LIFTS ALLIANCE
Corby Borough Council,34UB,FINS,Financial Services,GENERAL FEES - CAPITAL CONTRACTS,5404,28/06/2012,V202231,"5,039.20 ",Capital,FIELD FISHER WATERHOUSE LLP
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,15/06/2012,V201439,125.00 ,Capital,FIVE STAR ELECTRICAL SERVICES
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,08/06/2012,V201193,280.00 ,Capital,FIVE STAR ELECTRICAL SERVICES
Corby Borough Council,34UB,ENVQ,Environmental Services,SALIX COSTS I,4769,22/06/2012,V201867,300.00 ,Revenue,FIVE STAR ELECTRICAL SERVICES
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,28/06/2012,V202324,360.00 ,Capital,FIVE STAR ELECTRICAL SERVICES
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,08/06/2012,V201194,360.00 ,Capital,FIVE STAR ELECTRICAL SERVICES
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,22/06/2012,V201831,360.00 ,Capital,FIVE STAR ELECTRICAL SERVICES
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,22/06/2012,V201832,360.00 ,Capital,FIVE STAR ELECTRICAL SERVICES
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,28/06/2012,V202323,725.00 ,Capital,FIVE STAR ELECTRICAL SERVICES
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,01/06/2012,V198148,725.00 ,Capital,FIVE STAR ELECTRICAL SERVICES
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,22/06/2012,V202135,795.00 ,Capital,FIVE STAR ELECTRICAL SERVICES
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,28/06/2012,V202322,"1,025.00 ",Capital,FIVE STAR ELECTRICAL SERVICES
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,22/06/2012,V201830,"1,030.00 ",Capital,FIVE STAR ELECTRICAL SERVICES
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,15/06/2012,V201437,"1,055.00 ",Capital,FIVE STAR ELECTRICAL SERVICES
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,22/06/2012,V202137,"1,130.00 ",Capital,FIVE STAR ELECTRICAL SERVICES
